line,text,uniqueID
789,be the 2 flex areas I was talking about,ep013
792,well ceilings are a bit low I just grew,ep013
795,when is it until you're right it's a,ep013
798,full bath okay hmm not a bad size I,ep013
801,guess the idea here is this could be a,ep013
804,bedroom sure okay have to be for someone,ep013
807,pretty short yeah and then we've got,ep013
810,like an apartment full bedroom bathroom,ep013
813,kitchen Wow,ep013
816,this is like a whole nother house down,ep013
819,here I could see as the kids get into,ep013
822,high school they love it down here,ep013
825,bedrooms to our left good this is nice I,ep013
828,like the high ceilings in here maybe,ep013
831,this could be a good space for Olivia,ep013
834,yeah there's definitely enough space I,ep013
837,think we just have to figure out who,ep013
840,would go where the bedroom situation is,ep013
843,kind of strange I mean there's three,ep013
846,different levels of bedrooms but I mean,ep013
849,there's so many different options that,ep013
852,I'd have to just sit down and go through,ep013
855,the plans and just see if it could work,ep013
858,for us all right you got your private,ep013
861,staircase leading here to the large,ep013
864,master pshh this is gigantic yeah I mean,ep013
867,I don't know if we really need this much,ep013
870,space for the master bedroom Wow Don,ep013
873,this is a lot bigger much bigger I mean,ep013
876,there's a lot of traditional fixtures in,ep013
879,here but the countertops are really nice,ep013
882,the space itself is pretty cool,ep013
885,but for me I I liked it you know it's,ep013
888,definitely I'm more in the traditional,ep013
891,which I like love the views out here,ep013
894,they're gorgeous,ep013
897,yeah I mean the square footage is a nice,ep013
900,size I think for amount of people we,ep013
903,have in our family I think I could do,ep013
906,some things with this house you know,ep013
909,change out the furniture add some more,ep013
912,modern elements but I'm really looking,ep013
915,for that mid-century look though Don's,ep013
918,found a home he thinks Jenny a love but,ep013
921,it's not for everyone do what I warn you,ep013
924,it's a fixer-upper all right well that,ep013
927,doesn't make me real happy,ep013
930,[Music],ep013
933,what do you think Jenny we finally got,ep013
936,some Sun out I never knew kids what,ep013
939,we're gonna do,ep013
942,JD Jenny and their four kids are,ep013
945,searching for a house to make new,ep013
948,memories in as a family in Salisbury,ep013
951,Maryland,ep013
954,Jenny's I was caught by a quirky,ep013
957,contemporary home with space to build a,ep013
960,pool but it would put them at the top of,ep013
963,their budget and it lacks any,ep013
966,traditional details for JD JD is partial,ep013
969,to a spacious traditional house with,ep013
972,enough yard space for their kids to play,ep013
975,but jenny is hoping for something that,ep013
978,feels a bit more unique their,ep013
981,real-estate agent Don has another option,ep013
984,to show them but it's a real fixer-upper,ep013
987,I'm really taking a gamble here this is,ep013
990,a unique property not for everyone this,ep013
993,is the coolest house I mean the modern,ep013
996,lines it looks like a mid-century home,ep013
999,yeah not not exactly my style not a good,ep013
1002,first impression on the house at all,ep013
1005,there's no elements whatsoever of,ep013
1008,"traditional there's over 5,000 square",ep013
1011,feet okay that's good,ep013
1014,five bedrooms five and a half baths no,ep013
1017,way I do what a Warren yeah it is a,ep013
1020,fixer-upper all right well that doesn't,ep013
1023,make me real happy I like the idea of,ep013
1026,move-in and it's priced right at 349 349,ep013
1029,okay most spectacular interest but I,ep013
1032,don't mind the honeycomb tile floor it's,ep013
1035,a nice touch,ep013
1038,behind the closet here is the dining,ep013
1041,room all right it's not that big she's a,ep013
1044,little bit enclosed or something but but,ep013
1047,I do like the vaulted ceilings,ep013
1050,it's nice kind of low right here but,ep013
1053,yeah I like the ceilings over here not,ep013
1056,so much right here okay guys let's walk,ep013
1059,downstairs and look at the office huh,ep013
1062,there's a full bath to your left,ep013
1065,it's unique pretty small,ep013
1068,that's the weirdest tub I've ever seen,ep013
1071,but I did ask for quirky and here's the,ep013
1074,office Oh sound like this this could be,ep013
1077,a good office all right let's step into,ep013
1080,the sunken living room I love this room,ep013
1083,this is exactly what I was looking for,ep013
1086,all these windows you see this great,ep013
1089,view outside it's beautiful I like this,ep013
1092,this is neat little fireplace here yeah,ep013
1095,it's like a ripened avocado let's step,ep013
1098,out on the porch sure okay,ep013
1101,well there's my pool it looks a little,ep013
1104,rundown we see where some of the,ep013
1107,renovation budgets gonna have to go - I,ep013
1110,don't see a backyard out here what am I,ep013
1113,missing something here JD that's my,ep013
1116,backyard kids don't need a backyard and,ep013
1119,they got a front yard at least we know,ep013
1122,where we can sit a rope and there so,ep013
1125,he's good creative yeah I wish there was,ep013
1128,more of a backyard but well where do we,ep013
1131,start this is pretty bad it has to be,ep013
1134,completely gutted yeah,ep013
1137,3:49 all right let's take a look over,ep013
1140,here this extra large family room Wow,ep013
1143,Danya keep delivering with the unusual,ep013
1146,like straight out of the 70s but I love,ep013
1149,it I mean this is like a straight-up,ep013
1152,party house seeing this house and all,ep013
1155,the renovations that it needs it makes,ep013
1158,me feel really excited I feel the wheels,ep013
1161,turning in my mind all right to the left,ep013
1164,is a large game room okay is large this,ep013
1167,is cool,ep013
1170,it feels like you're like on a ship or,ep013
1173,something oh well you got four bedrooms,ep013
1176,including the master three full bath on,ep013
1179,the second level here okay,ep013
1182,and we've got the master suite the,ep013
1185,master bath is on your right okay this,ep013
1188,is small for such like a big house this,ep013
1191,seems like a very unexcited master,ep013
1194,bathroom closets here in the master well,ep013
1197,well yeah I'm not impressed so we've,ep013
1200,seen four bedrooms so far man she said,ep013
1203,there was five yes the fifth one is on,ep013
1206,the basement level okay,ep013
1209,[Music],ep013
1212,that was quite an overwhelming house I,ep013
1215,mean it was huge yes definitely has the,ep013
1218,square footage Ernie it has that,ep013
1221,mid-century feel I'm looking for I love,ep013
1224,the back deck there we can look out on,ep013
1227,the lake you know definitely not my,ep013
1230,style I'm a little nervous with that,ep013
1233,much construction that needs to be done,ep013
1236,we got four kids it's a huge undertaking,ep013
1239,yeah I mean this is a big decision with,ep013
1242,two very different aesthetics it's time,ep013
1245,for Jenni and JD to see if they can,ep013
1248,agree on which house to call home it may,ep013
1251,come down to a choice between yard and,ep013
1254,style this is a huge huge decision I,ep013
1257,mean I don't know what we're gonna do,ep013
1260,[Music],ep013
1263,[Applause],ep013
1266,salisbury maryland couple Jenny and JD,ep013
1269,"have a budget of $600,000 and two very",ep013
1272,different ideas of what their next house,ep013
1275,should look like with several options on,ep013
1278,the table it's time to see if they can,ep013
1281,agree on one so what do you think about,ep013
1284,the contemporary it was for 595 it was,ep013
1287,so cool I mean I love those geometric,ep013
1290,windows and that really crazy door that,ep013
1293,opens to nowhere while the house maybe,ep013
1296,wasn't exactly my style from the outside,ep013
1299,you know it wasn't bad on the negative,ep013
1302,side there's not even as much square,ep013
1305,footage as we currently have yeah I,ep013
1308,really had no yard out there which was,ep013
1311,sort of disappointing to me I mean,ep013
1314,obviously it's the top of our price,ep013
1317,range but maybe in a year or two we,ep013
1320,could think about putting a pool so what,ep013
1323,do you think about that craftsman on the,ep013
1326,river for 5:49 you know from the outside,ep013
1329,it's a little bit more my style the more,ep013
1332,traditional I like that of all the,ep013
1335,houses it's probably had the best yard,ep013
1338,the kitchen I love the aesthetics of it,ep013
1341,but it is still pretty small it was tiny,ep013
1344,so that great room with all like the,ep013
1347,high ceilings and everything I mean that,ep013
1350,was a really pretty room but the rest of,ep013
1353,the house is hard because it's very,ep013
1356,traditional and that's just like that's,ep013
1359,not my style at all well what about that,ep013
1362,mid-century modern I mean I know that's,ep013
1365,definitely your style,ep013
1368,that's for 3:49 man that house has so,ep013
1371,many different things going on with it,ep013
1374,it did not have any yard whatsoever,ep013
1377,I mean it's massive it really is but it,ep013
1380,has those modern lines there's,ep013
1383,mid-century details that I was really,ep013
1386,looking for I mean it's it's a big,ep013
1389,renovation job though I mean that's I'm,ep013
1392,not sure we're ready for all that it,ep013
1395,could put a lot of stress on our family,ep013
1398,I haven't been able to sleep just kind,ep013
1401,of think of all these homes and what's,ep013
1404,the best house for us,ep013
1407,I don't know what we're gonna do yeah,ep013
1410,you do the only house that we have the,ep013
1413,budget to change things as the,ep013
1416,mid-century home I mean that place could,ep013
1419,really be a showstopper I'm okay with,ep013
1422,the mid-century modern if you are I,ep013
1425,think you could really put your stamp on,ep013
1428,this house and make it a home for us I,ep013
1431,think the kids are gonna love it hey,ep013
1434,guys so we closed in the house two weeks,ep013
1437,ago and this is why we're we're not,ep013
1440,living in here yet we've got months and,ep013
1443,months of renovations ahead of us we're,ep013
1446,gonna just gut it all right so the house,ep013
1449,is listed for 349 but after the,ep013
1452,inspections we're able to get some,ep013
1455,concessions from the seller Aiona find,ep013
1458,the house for 315 which is good I think,ep013
1461,we're gonna need every dollar that for,ep013
1464,the renovations so rate what we're,ep013
1467,standing right now is where your new,ep013
1470,sinks gonna be and then we're gonna have,ep013
1473,your large island here first off the,ep013
1476,kitchen we're gonna flip the whole thing,ep013
1479,around we're gonna face out to the,ep013
1482,little lake we're gonna take up some of,ep013
1485,the old playroom space because there's,ep013
1488,so many different spaces throughout this,ep013
1491,house we're gonna create a master suite,ep013
1494,there I think this is really changing,ep013
1497,the whole flow of the house all right,ep013
1500,guys,ep013
1503,check out the pool the boys are crazy,ep013
1506,about the water in the back they already,ep013
1509,went in canoes and kayaks all right,ep013
1512,who's gonna be the first one to go in we,ep013
1515,could have some boats out here look,ep013
1518,there's a little tie offs on these docks,ep013
1521,so you guys like it or what yeah,ep013
1524,yeah I'm really really excited about my,ep013
1527,big expansive backyard oh wait now I,ep013
1530,don't have a backyard do i you're just,ep013
1533,there zero yeah unfortunately it was,ep013
1536,hell JD you had to be the compromise I,ep013
1539,think I took the brunt of the,ep013
1542,compromising you know I guess I feel,ep013
1545,like with Jenny you know coming here and,ep013
1548,taking on four kids and such with our,ep013
1551,situation that you know she deserved to,ep013
1554,be the one who had a little bit more the,ep013
1557,say in terms of her style and her,ep013
1560,preferences a really big deal moving and,ep013
1563,changing your life this whole house,ep013
1566,anything is very emotional it's you know,ep013
1569,it's a lot of stuff you have to consider,ep013
1572,and I mean the fact that JD took the,ep013
1575,time to really open up his mind you know,ep013
1578,it's just really it means so much to me,ep013
1581,I'm just excited that we can build some,ep013
1584,new memories together and just you know,ep013
1587,build a life here it's gonna be great,ep013
12,I love this this Bay Area couples moving,ep014
15,down the California coast to Temecula,ep014
18,they're hoping to find their dream home,ep014
21,and helping them on the hunt is Nick's,ep014
24,mom their real-estate agent okay and,ep014
27,that dream house for Kim needs the,ep014
30,perfect shaped kitchen island this is,ep014
33,what I'm talking about this is exactly,ep014
36,what I wanted look at this you have the,ep014
39,perfect rectangular island the shape is,ep014
42,awkward it's that weird triangular shape,ep014
45,of Sunland Island and then there's,ep014
48,another space to consider I like to call,ep014
51,it the diva damn I already know the,ep014
54,chandelier I want to get four right,ep014
57,there maybe a little rug lock on the,ep014
60,door to keep you guys out know how to,ep014
63,pick that lock,ep014
66,[Music],ep014
69,so let's see so what's the obviously,ep014
72,using right now my name is Nick and I'm,ep014
75,a Senior Account Manager for a telecom,ep014
78,company my name is Kim I'm a registered,ep014
81,nurse in the emergency department we've,ep014
84,been married for 18 years what I love,ep014
87,most about Nick is he's a funny person,ep014
90,he's got a great sense of humor he's,ep014
93,definitely more outgoing to me but he's,ep014
96,a little spontaneous immature I think,ep014
99,but I'm more serious I'm more of a,ep014
102,control freak in our relationship she,ep014
105,makes sure everything is taken care of,ep014
108,which is a complete Rock and I keep it,ep014
111,from going over the top we even each,ep014
114,other out know what I think Barbie,ep014
117,basketball because I couldn't find the,ep014
120,soccer ball today and the kids want to,ep014
123,play soccer we have two children,ep014
126,London is nine McKenna's five for the,ep014
129,last 20 years they've called the San,ep014
132,Francisco area home but just recently,ep014
135,Nick received a job offer in Southern,ep014
138,California a part of the state they've,ep014
141,actually considered moving to four years,ep014
144,I love Southern California he always,ep014
147,wanted to move I was like let's just do,ep014
150,it let's do it now we love the lifestyle,ep014
153,we like the people we like the Sun and,ep014
156,also it's not as pricy so I think it's a,ep014
159,good move for our family so now these,ep014
162,first-time buyers are looking for a,ep014
165,house in the Temecula Valley located,ep014
168,about an hour northeast of San Diego the,ep014
171,area is known for its scenic wineries,ep014
174,and vineyards so relaxing this is,ep014
177,exactly why we want to move it's just a,ep014
180,slower more simple pace of life and with,ep014
183,Nick already living in Temecula to start,ep014
186,work and the rest of the family in town,ep014
189,for a visit they're excited to get going,ep014
192,on their hunt our price range we're,ep014
195,looking to spend is around 450 thousand,ep014
198,I would like the option of working off,ep014
201,one income if I didn't want to work or,ep014
204,if needed I like this house here except,ep014
207,that it's a 2-story which is perfect I,ep014
210,think having a two-story spanish-style,ep014
213,house I loved the way it looks and the,ep014
216,colors and and the outside it makes me,ep014
219,feel like I'm on vacation eat one of my,ep014
222,home I would prefer a ranch-style house,ep014
225,vacations nice but we have to live and,ep014
228,ranch-style single-story we're all kind,ep014
231,of near each other,ep014
234,let's homey and comfortable,ep014
237,she's also open to a Craftsman bungalow,ep014
240,and when it comes to the outside I would,ep014
243,really love to have a pool for our kids,ep014
246,to be over and swimming and have their,ep014
249,friends over I had to pull my,ep014
252,grandmother's house I was growing up and,ep014
255,it was so nice to just go jump in you're,ep014
258,gonna people over and swim and play I,ep014
261,think she's gonna love clean in that,ep014
264,pool to watch it and putting the,ep014
267,chemicals in the pool I think it'd be,ep014
270,great,ep014
273,I see energy effort and money he does,ep014
276,want a three-car garage however they,ep014
279,both really like a large ensuite bath,ep014
282,with a separate water closet and Kim has,ep014
285,a specific vision for the kitchen I,ep014
288,would love love love to have a white,ep014
291,kitchen with dark granite and I would,ep014
294,like to have a rectangular island,ep014
297,because that's the only shape I like on,ep014
300,the island you in this island I don't,ep014
303,want to lose a house because the island,ep014
306,is not the right shape we've had a,ep014
309,triangular-shaped island I hated that,ep014
312,there was no space to work with it was,ep014
315,cramped if people were there for a party,ep014
318,there was nowhere to get around no,ep014
321,they're looking for at least four,ep014
324,bedrooms giving them a guest room and a,ep014
327,bonus would be a space for Kim to call,ep014
330,all her own I like to call it the D but,ep014
333,damn,ep014
336,and she's not she's not a diva but she,ep014
339,never puts herself first and I think,ep014
342,it's time for her to have her own space,ep014
345,we'd never asked for a diva den but if,ep014
348,he wants to give me one I'm okay with,ep014
351,that,ep014
354,I want to have a chandelier I want to,ep014
357,have my shoes and my purse as my makeup,ep014
360,be a little couch or a chair and a nice,ep014
363,rug and I love to just build a sitting,ep014
366,put my makeup on quietly and helping,ep014
369,them find all of these things in just,ep014
372,one house this Bay area-based,ep014
375,real-estate agent Nick's mom you are,ep014
378,gonna miss your babies aren't you what,ep014
381,are you gonna do with these girls I,ep014
384,don't know so you don't miss them just,ep014
387,invited me a house yes I'm still finding,ep014
390,a house right and how about you you near,ep014
393,us let's find you a place you can find,ep014
396,those for so Cynthia gets going on,ep014
399,trying to find them their new home in,ep014
402,Temecula I'm emotional about it because,ep014
405,it's where my grandchildren will live I,ep014
408,want them to be happy,ep014
411,wherever they are and so it's gonna take,ep014
414,a little bit of a balancing not to,ep014
417,become personally involved in their,ep014
420,decision making but to still do my job,ep014
423,as a real estate agent I already love it,ep014
426,it's a ranch-style single-story for me I,ep014
429,love that you know I'm not in a ranch,ep014
432,guy but I'll do like the Spanish looks I,ep014
435,do think that's great,ep014
438,three-car garage I love that,ep014
441,"under budget okay at $420,000 I like",ep014
444,that that's good this is perfect I think,ep014
447,it's beautiful and I think I'm really,ep014
450,gonna like it oh wow I love all the,ep014
453,light in here and the floors aren't bad,ep014
456,here these are laminate though aren't,ep014
459,they,ep014
462,yes they are they're not real wood,ep014
465,floors but they look very nice at least,ep014
468,space is a really good size that's,ep014
471,actually pretty big but I don't like,ep014
474,this countertop at all,ep014
477,yeah the shape is awkward it's that,ep014
480,weird triangular shape it's not really,ep014
483,an island I think that this is a perfect,ep014
486,kitchen for you there is lots of storage,ep014
489,space yeah and this actually is not that,ep014
492,big a deal you can take this out and put,ep014
495,an island and that's perfect for you,ep014
498,okay I mean that's a good thought,ep014
501,estimate the cabinet's look like they're,ep014
504,in really good shape if we could paint,ep014
507,them white yeah I do want a white,ep014
510,kitchen yeah yeah I think that's a great,ep014
513,idea it's gonna cost us a little bit of,ep014
516,money but I think it could work but,ep014
519,we're under budget still too oh wow I,ep014
522,love this perfect for the girls yeah,ep014
525,they would be swimming all day and I'll,ep014
528,be cleaning it all day and look at this,ep014
531,beautiful pond with the fountain that's,ep014
534,gorgeous look at all the trees that are,ep014
537,already growing I love that yeah I know,ep014
540,but I can imagine all these leaves in,ep014
543,that pool no Nick's going on on about,ep014
546,the maintenance of things but I think he,ep014
549,would love it because it is like an,ep014
552,oasis it's like a vacation in your,ep014
555,backyard no now don't tell Kim but that,ep014
558,pool was a nice pool I mean I can see,ep014
561,myself relaxed out there there's still,ep014
564,work involved but that pool I mean I was,ep014
567,a bad pool back inside they look in on,ep014
570,what would be the two kids rooms and a,ep014
573,bath before taking a look at the,ep014
576,potential guest room or do,ep014
579,it seems a little small like how do you,ep014
582,put a better manner well keep in mind,ep014
585,that there's a lot of furniture in this,ep014
588,room you use this for a deeper den my,ep014
591,tinder front I don't know if I want it,ep014
594,right when people walk in yeah it,ep014
597,doesn't seem great right I want to have,ep014
600,I won't have a guest room yeah like you,ep014
603,said I'm not really sure how you'd fit a,ep014
606,bed in here yeah yeah but it's here so,ep014
609,we have the fourth room we'd have to,ep014
612,just kind of figure out yeah they head,ep014
615,down the hallway and take a look at the,ep014
618,master suite this master bedroom is,ep014
621,amazing this is big and I like how the,ep014
624,master bathroom is attached to it but I,ep014
627,do want the carpet pulled up out of the,ep014
630,bathroom I don't like that yeah that's,ep014
633,weird,ep014
636,but look at the closet oh wow that's a,ep014
639,big closet yeah this big oh wow we get,ep014
642,all of our stuff in here it's got the,ep014
645,room for the toilet which is good too,ep014
648,it's separate yeah yeah it's a ranch,ep014
651,yeah that's a pool so pretty much you,ep014
654,found her perfect house what about me,ep014
657,very good choice single story I love,ep014
660,that backyard love the pool the privacy,ep014
663,in the back is amazing I think you know,ep014
666,there is some things we have to do I,ep014
669,don't like the island thing in the,ep014
672,kitchen we'd have to do something there,ep014
675,come it comes well under budget that's,ep014
678,true there's a lot of no money to we,ep014
681,could do things like we could get your,ep014
684,stuff done before you even move in big,ep014
687,big plus there that fourth room that,ep014
690,doesn't have a name like you'll use it,ep014
693,for your diamond damage I don't think,ep014
696,you want to we can't use it for a,ep014
699,bedroom that's a good point yeah there's,ep014
702,so many parts I really like and the,ep014
705,bones of this house is amazing I mean I,ep014
708,can see what you can do with it okay,ep014
711,but since Nick has his heart set on a,ep014
714,two-story his mom lines one up for him,ep014
717,but there may be a problem so this,ep014
720,"property was listed at $459,000",ep014
723,I know it's a little over the budget,ep014
726,[Music],ep014
729,this family is moving to California's,ep014
732,Temecula Valley mix mom a real estate,ep014
735,agent in helping them find the perfect,ep014
738,house within their four hundred and,ep014
741,fifty thousand dollar budget so far,ep014
744,they've seen a ranch for four hundred,ep014
747,and twenty thousand dollars that was,ep014
750,Kim's style but may not offer her own,ep014
753,diva den and still have a separate room,ep014
756,for guests it also wasn't the two-story,ep014
759,house Nick really wants so today they're,ep014
762,having a look at a home that hopefully,ep014
765,combines elements they'll both like this,ep014
768,"property was listed at $459,000 I know",ep014
771,it's a little over the budget but it was,ep014
774,"just recently lowered $14,000",ep014
777,so it's 4:45 it's still within our,ep014
780,budget so it works right and Kim if,ep014
783,you'll notice it has some of the,ep014
786,Craftsman features that you would that,ep014
789,you like I love the rock pillars in the,ep014
792,front I think that's really pretty it's,ep014
795,not Spanish yeah but it's nice I like,ep014
798,the colors I third car garage you know I,ep014
801,like that,ep014
804,ya know this is nice this looks good so,ep014
807,far Wow,ep014
810,I love how big the space is right here,ep014
813,yeah this is a big space I can't help,ep014
816,but notice that neon green and then like,ep014
819,that blue paint up there don't worry,ep014
822,about that it's an easy fix,ep014
825,what's with the floors over here oh they,ep014
828,have a different Sun over here I wonder,ep014
831,why they did that I think they used to,ep014
834,be carpet in this room okay and it was,ep014
837,updated yeah just a different color Wow,ep014
840,this and there's your kitchen is not,ep014
843,what I expected from this kitchen mm-hmm,ep014
846,I know the the cabinets are not white,ep014
849,but we can paint those but this is this,ep014
852,is the island is awkward and I really,ep014
855,wanted a granite on top so we'd have to,ep014
858,put that in which is gonna be expensive,ep014
861,yeah adding up these costs and paint,ep014
864,once again I've seen 12 colors of paint,ep014
867,me too I know you're gonna come and help,ep014
870,me paint but this could be a lot of pain,ep014
873,that's gonna be expensive but keep in,ep014
876,mind you don't have to do all the,ep014
879,painting at once that's true I do like,ep014
882,how it flows though it does flow that's,ep014
885,how the hardwood floors go,ep014
888,way through yeah and then we can go look,ep014
891,at my pool let's go look at you yeah,ep014
894,that's what I wanted I love it this is,ep014
897,awesome the kids would love playing out,ep014
900,here also if you notice this is a sport,ep014
903,pool so it doesn't get above five feet,ep014
906,it's a safety feature for the girls,ep014
909,that's perfect yeah I'm not a pool guy,ep014
912,but this is actually I mean it's nice,ep014
915,but it's not know if I like the fact,ep014
918,that you wouldn't be able to have any,ep014
921,shade out here I think that'd be tough I,ep014
924,think you could build a pergola that's a,ep014
927,good idea,ep014
930,could you see me building a pergola out,ep014
933,here no actually you've never built,ep014
936,anything back inside they take a look at,ep014
939,a downstairs bedroom that could be a,ep014
942,possible guest room okay they make their,ep014
945,way upstairs and see two bedrooms and a,ep014
948,bath for the girls before heading to the,ep014
951,master suite oh yeah this is guy like,ep014
954,this I love the windows it's huge like I,ep014
957,like all the light coming into the,ep014
960,bathroom that's nice everything needs to,ep014
963,be redone in here yeah everything done,ep014
966,but the size is a great yeah oh no oh my,ep014
969,goodness check out this closet and the,ep014
972,closet it's huge,ep014
975,Wow this is like a whole nother room I,ep014
978,love it,ep014
981,yeah though that's a saving grace I love,ep014
984,it I like that and I like this it's a 24,ep014
987,so that's good that's true we could,ep014
990,definitely work with this space I love,ep014
993,having a pool I really that was at the,ep014
996,top of my list yeah want the girls to be,ep014
999,able to swim at home and I could watch,ep014
1002,them they can have their friends over I,ep014
1005,also see painting the entire house,ep014
1008,I see putting floors and half this house,ep014
1011,because there's 10 different kinds of,ep014
1014,floors the kitchen there's things in the,ep014
1017,kitchen I want to do too yeah,ep014
1020,we don't have room for your game again,ep014
1023,no maybe part of that that closets,ep014
1026,really big we could put a lot of mine,ep014
1029,things in there we just have to I think,ep014
1032,figured out what the price I think that,ep014
1035,you know the house has been on the,ep014
1038,market for over 50 days I really think,ep014
1041,that we can make an offer on this,ep014
1044,property that's much less than what,ep014
1047,they're asking for okay so I can pay,ep014
1050,someone to build that burglar yes,ep014
1053,now with Nick's mom called back to the,ep014
1056,Bay Area the listing agent is showing,ep014
1059,them this next place this spanish-style,ep014
1062,it is true story but I don't see my,ep014
1065,third car garage and we can be this,ep014
1068,close to beautiful places like this they,ep014
1071,call that winning oh I agree with you I,ep014
1074,can't wait I'm so excited to move cam,ep014
1077,and Nick are moving from the San,ep014
1080,Francisco area to the Temecula Valley,ep014
1083,with four hundred and fifty thousand,ep014
1086,dollars to spend they've already seen a,ep014
1089,ranch her preferred style with Spanish,ep014
1092,touches for him it was listed for four,ep014
1095,hundred and twenty thousand dollars and,ep014
1098,had her pool and his three car garage,ep014
1101,then they saw a two-story craftsman,ep014
1104,listed for four hundred and forty five,ep014
1107,thousand dollars it too had a pool and a,ep014
1110,three-car garage but neither home,ep014
1113,offered a defined space for Kim's diva,ep014
1116,dead,ep014
1119,and since Nick's mom had to go back to,ep014
1122,the Bay Area she's arranged for the,ep014
1125,listing agent to show them another house,ep014
1128,so what is spanish-style it is true,ep014
1131,story but I don't see Micah third car,ep014
1134,garage it doesn't have a three-car,ep014
1137,garage it does have some extra parking,ep014
1140,"here and it's listed at $385,000",ep014
1143,Association $179 a month that's another,ep014
1146,another cost but the house is so cheap,ep014
1149,that's not a really nice neighborhood,ep014
1152,it's a nice community you've got several,ep014
1155,pools it's really isn't my style it's,ep014
1158,not a ranch-style at all but the price,ep014
1161,point is amazing so I'm willing to give,ep014
1164,it a shot oh wow oh babe I love these,ep014
1167,floors,ep014
1170,well these are nice okay I want to see,ep014
1173,my kitchen okay oh this is what I'm,ep014
1176,talking about this is exactly what I,ep014
1179,wanted it has the white cabinets it has,ep014
1182,the dark granite look at this you have,ep014
1185,the perfect rectangular island there's,ep014
1188,areas for the girls in the stools they,ep014
1191,can be there while I'm cooking there's,ep014
1194,plenty of space look how open this is,ep014
1197,but this is not perfect rectangle that's,ep014
1200,what you said but if it was a perfect,ep014
1203,rectangle we wouldn't have this nice,ep014
1206,spot for all these barstools for you and,ep014
1209,the two girls that you have now and yeah,ep014
1212,all those children that you're gonna be,ep014
1215,adding,ep014
1218,[Laughter],ep014
1221,[Music],ep014
1224,it needs a little bit more done back,ep014
1227,here I think we would have to put some,ep014
1230,type of covering it's really hot back,ep014
1233,here and there's no shade if we want to,ep014
1236,we could put a pool and there's a lot of,ep014
1239,space back here,ep014
1242,hey we're paying HOAs we're gonna use to,ep014
1245,pull this out here the nice thing about,ep014
1248,that is with this house being under your,ep014
1251,guys's budget you you have some wiggle,ep014
1254,room with the price where you have some,ep014
1257,money that you could throw around it,ep014
1260,things like an awning okay well we're,ep014
1263,just kind of making the backyard your,ep014
1266,own the price of the house is great it's,ep014
1269,below our budget that's great,ep014
1272,but now you start adding home,ep014
1275,association fees doing some landscaping,ep014
1278,these things all start to add up and now,ep014
1281,we're gonna push ourselves out of our,ep014
1284,range,ep014
1287,they head back inside and see a,ep014
1290,downstairs bedroom and they have their,ep014
1293,own space they had upstairs and peek in,ep014
1296,on two bedrooms for the girls and a bath,ep014
1299,before taking a look at a possible space,ep014
1302,for Kim's Steve a dad already knows,ep014
1305,chandelier I want to get four right,ep014
1308,there maybe a little rug lock on the,ep014
1311,door to keep you guys out daughters know,ep014
1314,how to pick that lock but this would be,ep014
1317,perfect I think farther down the hall is,ep014
1320,the master suite,ep014
1323,it could work it could work what do we,ep014
1326,have here oh this is the master bath,ep014
1329,this looks really small oh my sure is,ep014
1332,this is not really a master bathroom,ep014
1335,thank you don't like how there's not a,ep014
1338,room for this I think you need to have,ep014
1341,your own space I can see what you mean,ep014
1344,with that,ep014
1347,yeah Spanish style I think the two-story,ep014
1350,I like the area there are a lot of good,ep014
1353,things for this house and not so good,ep014
1356,things too it's really wasn't the style,ep014
1359,I wanted it's not the ranch I wanted it,ep014
1362,doesn't have a cozy feel the only thing,ep014
1365,that really was on my list was the white,ep014
1368,kitchen I love this yeah I love the,ep014
1371,granite,ep014
1374,I love the rectangular islands I love,ep014
1377,there's space for my diva den yeah,ep014
1380,that's nice bathrooms are kind of small,ep014
1383,so that's a problem yard is gonna be,ep014
1386,expensive to put together what we want,ep014
1389,if you want to put a pool in or,ep014
1392,Landscaping but there are pools included,ep014
1395,with the HOA to consider the price is,ep014
1398,really good yeah but you know one other,ep014
1401,thing was missing my three-car garage we,ep014
1404,don't have a lot of storage here so,ep014
1407,that's another drawback with all the,ep014
1410,homes coming in below budget they'll,ep014
1413,have to decide what the bigger drawbacks,ep014
1416,actually are not having a private pool,ep014
1419,no dividend we're missing the big garage,ep014
1422,all right babe this is it we gotta make,ep014
1425,a decision we gotta make a decision yeah,ep014
1428,I want this one all right with a four,ep014
1431,hundred and fifty thousand dollar budget,ep014
1434,Nick and camera in the market for a,ep014
1437,large family home in California's,ep014
1440,Temecula Valley they've seen their,ep014
1443,options and now they have to decide the,ep014
1446,Spanish ranch,ep014
1449,yeah it was 420 I loved that house I,ep014
1452,know,ep014
1455,okay the price was right love the curb,ep014
1458,appeal that backyard was amazing with,ep014
1461,the pool it is beautiful back there even,ep014
1464,I have to admit that that was paradise,ep014
1467,what would you think about that we're,ep014
1470,affordable yeah I don't know if it would,ep014
1473,work for your diva Dan I don't think I,ep014
1476,worked for a guestroom though either but,ep014
1479,it's like a weird shape but master,ep014
1482,bedroom it was huge,ep014
1485,I love that yeah yeah I like that too so,ep014
1488,what'd you think about the 2-story that,ep014
1491,was for 445 it had some Craftsman,ep014
1494,features with the pillars in the front,ep014
1497,of the house I like that I loved the way,ep014
1500,it looked on the outside yeah good job,ep014
1503,with that yeah it had a pool for the,ep014
