start,uniqueID,text
250,ep129,"But, lots of potential."
251,ep129,Yeah. removing carpet.
252,ep129,Hardwoods. paint.
253,ep129,I like the yard.
254,ep129,"Uh, everything else, not really great."
255,ep129,I think that it looks like a lot of work to me.
256,ep129,But the potential here is amazing.
257,ep129,It's already kind of getting up there in price.
258,ep129,There likely won't be a lot of offers on this house.
259,ep129,I think that it would likely go maybe 5000 over.
260,ep129,Yeah. here you can put your new paint color.
261,ep129,Maybe rip up carpet.
262,ep129,You can redo kitchen and bathroom -how you want it to look.
263,ep129,"Yeah. you are talking like -20, 30,000 to do all that."
264,ep129,Right? see this as a possibility.
265,ep129,I think Josh is more ready to put in an offer than I am on this house.
266,ep129,I think he just loves that mid-century feel so much.
267,ep129,This house has probably more projects than I think I would wanna take on.
268,ep129,"So now, Yvette has lined up a craftsman she thinks they both might like."
269,ep129,This home was built in 1910.
270,ep129,Wow. there is a little bit of mid-century modern feel to it.
271,ep129,"-Oh, my God."
272,ep129,-Do you see that?
273,ep129,-Yes. the house we looked at before.
274,ep129,Landing a house in the competitive Tacoma market has been tough for Laura and Josh.
275,ep129,Josh is concerned about losing out in bidding wars.
276,ep129,And Laura doesn't want to get a home that needs too much work.
277,ep129,"So their broker has lined up a smaller updated house, she hopes will appeal to both of them."
278,ep129,-A one?
279,ep129,-I would love to have another bath.
280,ep129,"A one bathroom though, I mean, hopefully we can-- -Yeah."
281,ep129,"-You know, not be up against so many other people bidding on it."
282,ep129,-I think it's up here on the right.
283,ep129,-Okay. craftsman.
284,ep129,I love it.
285,ep129,-Looks like a recent roof.
286,ep129,-Nice. that's good.
287,ep129,"Oh, I love the craftsman look."
288,ep129,Looks like it was well cared for.
289,ep129,Loving the porch.
290,ep129,"Yeah, the porch is super cute."
291,ep129,So this home was built in 1910.
292,ep129,"Wow. I think that you might like the kitchen, Josh, because there is a little bit of a mid-century modern feel to it."
293,ep129,"Oh, nice."
294,ep129,I'm looking forward to that.
295,ep129,Let's head on in.
296,ep129,Okay. at the floors.
297,ep129,Aren't they fabulous?
298,ep129,They are in really great shape.
299,ep129,And actually the homeowner is a cabinet builder.
300,ep129,"-Oh, cool."
301,ep129,-So they did some renovations that tried to stick with the original character of the home.
302,ep129,I'm really loving these wood accents.
303,ep129,Mmm-hmm. first of three bedrooms.
304,ep129,Ooh. kind of a cool like...
305,ep129,This little feature.
306,ep129,Do you think that's like an original thing from that era?
307,ep129,"Oh, for sure."
308,ep129,"Yeah. a lot of people tended to hang their paintings with the chain, hanging from the ledge, rather than actually get into nailing into the plaster."
309,ep129,-Hang your artwork that way.
310,ep129,Yeah. think I'm really pleased with the way it looks on the inside.
311,ep129,It's beautiful.
312,ep129,It's been really well updated and restored.
313,ep129,This is adorable.
314,ep129,"Wow. this is really, really nice."
315,ep129,It's kind of spacious for a bathroom.
316,ep129,We are gonna head on into this -mid-century kitchen.
317,ep129,Oh. is what I'm talking about.
318,ep129,-[Yvette laughing]
319,ep129,Yeah. is what I'm talking about.
320,ep129,-You are loving it.
321,ep129,-I love these details.
322,ep129,I knew you would love that.
323,ep129,This stove is killing me.
324,ep129,"-Yeah, this stove is unbelievable."
325,ep129,-What is this?
326,ep129,Ahhh! at this.
327,ep129,"Oh, you can put your little pies in there."
328,ep129,-We gotta wear an apron to use this one.
329,ep129,"Mmm-hmm. think that the only thing that would make this stove any better, if it was pink."
330,ep129,"Yeah, this is a really cute kitchen."
331,ep129,I'm not loving the countertops.
332,ep129,-Um... you can change.
333,ep129,Mm-hmm. got a little bit of a surprise for you -right this way.
334,ep129,All right.
335,ep129,-[Laura gasps]
336,ep129,This used to be a porch.
337,ep129,This is the cutest little thing.
338,ep129,I love these windows.
339,ep129,And I love that they painted the beadboard ceiling -a fun color.
340,ep129,Mm-hmm. might go with a different color.
341,ep129,"Oh, look at this yard."
342,ep129,This is so cute.
343,ep129,Pretty spacious.
344,ep129,"I wanted to point out this detached garage, -which is pretty cool."
345,ep129,Yeah. the second floor is not actually usable.
346,ep129,And that's because the floor is maybe a little wonky.
347,ep129,"-It's a little dark, but it's a good size."
348,ep129,All right.
349,ep129,The space is certainly big enough.
350,ep129,Mm-hmm. can kind of peek through and see the second floor up there.
351,ep129,"The garage looked like it was a very usable studio space, but seeing the second story on there, and having no access to it, is a little alarming to me."
352,ep129,I'd be a little concerned about the condition of that upper floor.
353,ep129,"-Ooh, these are narrow little stairs."
354,ep129,"-Yeah, watch your head, Josh."
355,ep129,"Yeah, it's a little..."
356,ep129,No room.
357,ep129,-...awkward. head.
358,ep129,Watch your noggin.
359,ep129,-This is really quirky.
360,ep129,Yeah. this would be sort of a weird bedroom.
361,ep129,-But it could work as an office.
362,ep129,Yes. 'cause it looks like there's another room through there.
363,ep129,-So to access that...
364,ep129,"-Right, so this is considered one bedroom."
365,ep129,I love this window and this light fixture.
366,ep129,"Yeah, no."
367,ep129,-These ceilings are super low though.
368,ep129,-For you.
369,ep129,-They are pretty low.
370,ep129,"For the size if it, I would almost be tempted to make this the main bedroom."
371,ep129,That could work.
372,ep129,"Or maybe in future you guys, um, -added another second bath to this."
373,ep129,-Yeah. is plumbing downstairs.
374,ep129,Mm-hmm. running that up is not terrible.
375,ep129,I think it's really charming.
376,ep129,"I can appreciate the craftsman accents and stuff like this, but it's got the mid-century kitchen, you know, that I like."
377,ep129,"I mean, it's move-in ready."
378,ep129,"Of course, other than your art studio."
379,ep129,Right. the fact that there's only one bath is a bit of a hmm.
380,ep129,-And the bedrooms upstairs are a little awkward.
381,ep129,Mm-hmm. why don't you guys think about it?
382,ep129,I think we have probably another day before I need an answer.
383,ep129,It's difficult to imagine your life in a place...
384,ep129,"Mm-hmm. care enough to put a bid in, -and get outbid."
385,ep129,Right. like such a heartbreak.
386,ep129,Yvette has been texting me non-stop.
387,ep129,-Mm-hmm. gotta make a decision quickly.
388,ep129,"Yeah, this market's brutal."
389,ep129,It is!
390,ep129,"Now that Laura and Josh have looked at several contenders in Tacoma, they have to decide which one is right for them."
391,ep129,The blue house on the hill had the best curb appeal.
392,ep129,It's just got that craftsman feel.
393,ep129,Really high ceilings.
394,ep129,"But the ceiling was pretty low up there, in the upstairs area."
395,ep129,But it has a really nice big kitchen.
396,ep129,My work's cut out for me to turn that garage into a studio.
397,ep129,"That was one of the only properties that we looked at that has more than one bathroom, which is attractive to me."
398,ep129,"Yeah, but it kind of suspected that."
399,ep129,The price seems suspiciously low at 330.
400,ep129,But room to bid up.
401,ep129,"I mean, we're gonna have to bid up no matter what."
402,ep129,"The mid-century house, that one big giant living room that they installed in the back, I'm thinking we can put a pool table back there."
403,ep129,"That garage, I think, would be the easiest art studio conversion."
404,ep129,The wall and the yard were the only things going right for the house for me.
405,ep129,"It was rough around the edges, but I think that it could be restored to its original mid-century charm."
406,ep129,It needs a ton of work.
407,ep129,And I'm honestly not that sure that it has that much charm lying beneath the surface.
408,ep129,"Well, there was the classic craftsman that we saw."
409,ep129,I love those floors.
410,ep129,-And the previous owners have put so much work...
411,ep129,-Mm-hmm. those wood accents.
412,ep129,Yeah. thing I didn't like about it was how narrow the stairway was going up to the upstairs.
413,ep129,And that was a sorry excuse for an upstairs.
414,ep129,"But it had that kitchen, that's sort of in the style that you like."
415,ep129,Mm-hmm. did you think of the studio space?
416,ep129,"I feel like it was workable, but the way that we were not allowed to go into the upper level of that, it concerns me that that whole structure just needed to be demolished."
417,ep129,-What do you think?
418,ep129,-Which one are we gonna choose?
419,ep129,[doorbell rings]
420,ep129,-Grab this one?
421,ep129,-Okay. decided to go with the blue house on the hill.
422,ep129,It was the most beautiful house.
423,ep129,I loved it as soon as I walked in.
424,ep129,The view was everything it promised.
425,ep129,It's just an amazing panoramic view of Mount Rainier.
426,ep129,Right about here.
427,ep129,"In order to be competitive on this house we had to bid up to our maximum, and we had to beat out 30 other offers."
428,ep129,"But, uh, then we got it."
429,ep129,"I think our offer stood out both, because it was very competitive, and also, we found out that the selling agent was also a Stage 4 cancer survivor."
430,ep129,So I think that personal connection with the selling agent went a long way towards moving our offer towards the top of the stack.
431,ep129,Yeah. looks great.
432,ep129,-Okay. look around and I just love everything that I see.
433,ep129,"It's such a old house, it's got some quirks."
434,ep129,It is both too short and too tall.
435,ep129,-[Laura chuckles]
436,ep129,I'm bumping my head in the upstairs bathroom...
437,ep129,-But at the same time...
438,ep129,-Yeah. reach the top cabinet in the kitchen.
439,ep129,My fiddle.
440,ep129,-Yeah. I was wondering where that was.
441,ep129,"We painted the walls of the living room white and then we painted the dining room a dark teal, and then added this beautiful accent wall behind us."
442,ep129,"Eventually, I'll get to the kitchen."
443,ep129,I'd like to do a new backsplash in there and probably paint the cabinets.
444,ep129,"I think the studio-garage conversion, it's gonna cost maybe about $2,200."
445,ep129,"So you just gotta sell one large piece of art, -and you got it done."
446,ep129,"I mean, yeah."
447,ep129,-[strumming guitar]
448,ep129,"-A, E, B."
449,ep129,[plays chord on fiddle]
450,ep129,That's not so tough.
451,ep129,"Considering what the last decade has been like for us both, you know, in our rental experiences and my health, it does feel nice to move into a place that we can call home."
452,ep129,It's something that we own together...
453,ep129,-Mm-hmm. I feel like we can really make our home -for a long time.
454,ep129,-Yeah.
1,ep130,entryway. Look at
2,ep130,"this. After years of hard work renovating and flipping houses, real estate agent Tamara and husband Mike are finally in a position to afford a dream home of their"
3,ep130,own. And he'd like this one to be move in
4,ep130,ready. Not one thing for me to touch in these rooms
5,ep130,here. Completely
6,ep130,"done. But with pricey homes in the Chicago suburb they're targeting, she still thinks it's smarter to take in one more"
7,ep130,"fixer. Remove this wall, and make a laundry station, we have enough wiggle room to do the products ourselves, gain instant equity for ourselves and for our family in the"
8,ep130,future. And changing her mind is no easy
9,ep130,"task. -She's very bossy, I'd"
10,ep130,say. -Somebody has to run the
11,ep130,household. Somebody's got to get things
12,ep130,done. [theme music
13,ep130,playing] -What sound does a train
14,ep130,make? -Honk. that's not a
15,ep130,train. I'm an educator for EL bilingual students and I'm also a real estate
16,ep130,agent. And I am a head custodian at the local school
17,ep130,"district. The first time I met her, I was very intimidated because she was a senior and I was a"
18,ep130,freshman. -I don't remember this at
19,ep130,"all. And then I went away for the military right after high school and then we didn't reconnect until I got back, we have two kids, Keenan, who is four years old, and Taelyn who is 10 months"
20,ep130,"old. I'm going to start making some pasta, you want some pasta,"
21,ep130,"bud? We recently just sold our home in Brookfield,"
22,ep130,Illinois. So we are currently staying in temporary housing right
23,ep130,"now. That was actually the third home that we had renovated together, I have the"
24,ep130,vision. Mike is the one who is actually assigned to do the
25,ep130,work. We really do make a good
26,ep130,"team. He can watch a video online and figure out how to do a whole basement by himself, as he's pretty remarkable with just picking things"
27,ep130,up. Now with having two kids with wanting to be in a stable position near our family and
28,ep130,friends. I think I'm looking at a home with more long term possibility for
29,ep130,us. That's exactly what I was hoping to hear 'cause it's always been one of those things where it's an investment and we're going to sell it in two
30,ep130,years. 'Cause I am physically exhausted from doing the work on these other homes that we
31,ep130,"had. I would love to purchase our next home in Downers Grove close to both of our families, schools, recreation, community events, we can have childcare we'd need within five"
32,ep130,minutes. It would be kind of like an Everyone Loves Raymond
33,ep130,"situation. I do appreciate what our families do for us, but I keep telling you, you know how I kind of like privacy, I don't really want to come home and see two parents sitting on our front doorstep, But our kids are little now, it's the ideal time for us to be close to our"
34,ep130,family. -I got
35,ep130,nothing. -[both
36,ep130,"laughing] I'd like to look in the price range of maybe, like,"
37,ep130,475. That's a little steep with the figures I've put
38,ep130,"together. I'd really like to go higher, because I want something that's"
39,ep130,"done. If we do the work ourselves, we can get a lot more for our money, don't put the money in someone else's hands, put the money in our hands, I'm sorry, but in order to get a house in this crazy market, we're going to have to look at some fixer"
40,ep130,"uppers. She's very bossy, I'd"
41,ep130,"say. Somebody has to run the household, somebody's got to get things done with two jobs, two kids, I got to move all the"
42,ep130,time. I really want a
43,ep130,Georgian. I want a brick house that's more solid on the
44,ep130,exterior. I did grew up in a Georgian
45,ep130,"home. -I really love the style, - The style I am looking for is something a little bit more"
46,ep130,"traditional. Where you have all your bedrooms upstairs, we are definitely going to need a basement, make sure that there's a space where I can"
47,ep130,actually... put my tools and I can work on some of the woodworking that I
48,ep130,"do. I want to make sure that we have an open living room to the kitchen, we can see the kids in the living"
49,ep130,"room. Like, maybe an island or something, we always like eating at"
50,ep130,islands. It would be wonderful to have a large yard for our kids to play in and be able to spread
51,ep130,"out. Our biggest challenge working as an agent for the two of us is finding a home where he feels like he doesn't have tons of work to do, but where I feel is though the price is going to be affordable for"
52,ep130,"us. It is a great day to be back in Downers Grove, four bedroom, two and a half bath home, five minutes from my parents'"
53,ep130,house. It'll really help when we're dropping off the
54,ep130,kids. You know how I feel about that
55,ep130,though. -What's the
56,ep130,price? -385. wrong with
57,ep130,"it? -Some updates, but at that price"
58,ep130,"point. I really think it may be worth at least looking at it, it's coming up in the"
59,ep130,corner. All brick
60,ep130,"exterior. Ooh, I like to see hardwood floors right away, that makes me very"
61,ep130,"happy. I really do like this entryway, this entire room's all squared off, easy to put furniture"
62,ep130,in. This is gonna need some
63,ep130,"work. I really don't like this wall, we don't have an eyesight view of the kids up there in the living"
64,ep130,room. That's a load bearing wall right
65,ep130,"there. You got to put a steel beam up from that point over here, I'm willing to bet you're gonna say, knock off this wall over here next,"
66,ep130,"too. It's a significant project, but think of the"
67,ep130,potential. I know it's not exactly what Mike was looking for after finishing a huge remodeling project in our last
68,ep130,"home. For this location, we would be spending well over 550,000 to even come close to a"
69,ep130,"home. With the renovation that somebody else has done, it may not be our taste, it may not be what we're looking for, let's create it"
70,ep130,"ourselves. I mean it may need a little bit of upgrades over time, but it's a"
71,ep130,"bathroom. Over here, I love the space as a mudroom potential with"
72,ep130,laundry. It's a little shallow for
73,ep130,"laundry. It is shallow, let's go see what's in this area over"
74,ep130,here. A little wet
75,ep130,"bar. Well,"
76,ep130,"ideas? Let's remove this wall and make a laundry station with a folding area, then we can have a foldable door somewhere in here, it would add a lot of value to the"
77,ep130,"home. I do love the crown molding in this room, I love the chair rail, everything's really cohesive, I would leave it as"
78,ep130,is. All the room needs is to be painted
79,ep130,gray. Fireplace could use a little
80,ep130,"update. Not the biggest fan, it looks more like something you'd see outside -and"
81,ep130,"indoors. -But with a little paint, I think we can freshen this"
82,ep130,"up. Hardwood floors and the whole first floor, huge perk, we're saving ourselves at least $10,000 -just on the main floor of"
83,ep130,hardwoods. -Uh-huh. do like the
84,ep130,hardwoods. -So
85,ep130,for... I believe this is the door to the
86,ep130,"garage. It's a big garage just a plus, I mean, it's a two car"
87,ep130,garage. -Okay. two and a
88,ep130,"half. Well, we've never had an attached garage and we've never had such a large garage, so this has"
89,ep130,"potential. All hardwood, all the way up, pretty"
90,ep130,nice. Primary
91,ep130,bedroom. Overall excellent
92,ep130,"size. I do worry about this though, possible roof leak, that's a $20,000 job right there"
93,ep130,alone. I do believe that that is a valid
94,ep130,"concern. However, this is workable, we can always renovate it over time, but it's got size we"
95,ep130,need. Definitely need some new grout
96,ep130,work. This will be the kids'
97,ep130,bathroom. Very
98,ep130,"retro. However, when they're young, they're not going to notice it, we can keep it until they're a little"
99,ep130,"older. Look at this, it looks like a perfect little girl's"
100,ep130,"room. This has got lots of sunshine coming through, hardwood floors are in decent"
101,ep130,"condition. Okay, so this is great potential for either Keenan's bedroom or for a study, definitely space for dressers, any of his toys, this is a really good size in"
102,ep130,"here. -Yeah, it"
103,ep130,"is. -I do see the logic in a home like this, I think this house will definitely give us the space we want as a"
104,ep130,"family. Wow, this carpet needs to"
105,ep130,go. It's just basement
106,ep130,stairs. What happened
107,ep130,here? Looks like they maybe had a leak or
108,ep130,"something. So you really wanted a workshop, it looks like this basement -does have a"
109,ep130,workshop. It's a little
110,ep130,"small. Remember, upstairs, we talked about the potential of a laundry room and then you'd have this entire"
111,ep130,"space. It is a place for you just to do your woodworking, any project you"
112,ep130,"want. More work, I'm not doing it"
113,ep130,"all. We're at the lower end of our price point here, we can do"
114,ep130,this. So this door has been updated which is
115,ep130,nice. -It looks like
116,ep130,it. It's
117,ep130,huge. But it needs some
118,ep130,"work. I don't like having the house right behind us however, I feel like if we fence it, we can create privacy for ourselves, the kids will have plenty of places to"
119,ep130,play. We'll do one project at a
120,ep130,time. Think about the long term benefits of being close to
121,ep130,"everybody. We've worked really hard for the past eight years, I'd like to see if there's other options out there, so that way we can just sit back,"
122,ep130,"relax. I do care about what Mike thinks, and I want to consider his"
123,ep130,"feelings. So this time, Tamara is really trying to honor what her husband"
124,ep130,wants. You really gave me a hard time about homes that need too much
125,ep130,"work. -Mm-hmm. we're gonna go look at a beautiful home, it's a little bit above our price"
126,ep130,"range. Well, what's a little bit above our price"
127,ep130,"range? Real estate agent Tamara's looking for another project, but after renovating three"
128,ep130,homes. Mike's insisting on something more move in
129,ep130,ready. You really gave me a hard time about homes that needs too much
130,ep130,"work. -Mm-hmm. we're going to go look at a beautiful, traditional Georgian home, it's a little bit above our price"
131,ep130,"range. Well, what's a little bit above our price"
132,ep130,"range? 499,"
133,ep130,nine. If it's got everything I like and everything I
134,ep130,need. And here's the best part for
135,ep130,you. -It's about 20 minutes away from both of our
136,ep130,family. -Oh! a plus
137,ep130,side. It gives you all the privacy that you've been talking
138,ep130,about. It is
139,ep130,gorgeous. Wow. a big
140,ep130,house. That is a huge
141,ep130,yard. Definitely going to need a riding lawnmower for
142,ep130,that. Gorgeous
143,ep130,entryway. Look at
144,ep130,"this. -Travertine tile as soon as you walk in,"
145,ep130,-Wow. -Grand staircase that you really
146,ep130,"like. -Love the staircase, it's got the dentil molding, I mean, it's absolutely"
147,ep130,gorgeous. -Huge living
148,ep130,room. -It's got
149,ep130,"hardwoods. They're in good condition, plenty of space for the kids, not one thing for me to touch in these rooms here, Completely"
150,ep130,"done. Everything is solid oak, it's all matching, no work to do on any of the doors or"
151,ep130,trim. Bathroom's nice and
152,ep130,"large. Oh, my"
153,ep130,"gosh. Another huge room, so that looks like that would be the perfect study right there, and another living space, it looks like this would be the family"
154,ep130,"room. I've got a great eyesight line to the kitchen, so we can see the kids, I do love the fireplace, it needs to be updated a little bit, but we can do that with some fresh"
155,ep130,tile. I do love the vaulted ceiling with the beams absolutely gorgeous with the
156,ep130,"skylights. Look at the windows coming in on both sides, nice and"
157,ep130,"bright. Absolutely beautiful facing this beautiful, gorgeous yard"
158,ep130,too. Wow. the kitchen's already
159,ep130,done. It's got the island like we
160,ep130,"want. That's a huge hood, I've never seen anything like"
161,ep130,this. -It's the style
162,ep130,"now. -Cabinets are nice and dark, nothing to"
163,ep130,"remodel. Laundry room on the first floor, just like you"
164,ep130,wanted. Perfect. is basically my
165,ep130,dream. If I can have a laundry room on the main
166,ep130,floor. -It's
167,ep130,perfect. -Looks
168,ep130,like... -Gonna be
169,ep130,ideal. -You have the garage right
170,ep130,"here. Oh, my"
171,ep130,"gosh. -So, plenty of"
172,ep130,space. It's
173,ep130,"huge. All right, let's go take a look at the second"
174,ep130,"floor. Hardwood all the way up, reminds me of those old, vintage staircases I"
175,ep130,"love. -Homecoming pictures,"
176,ep130,"right? -Oh,"
177,ep130,yeah. -And
178,ep130,prom. - As I'm walking through the
179,ep130,"house. All I can think to myself is the renovations look great, and I don't have to touch a"
180,ep130,thing. Plenty of space for us to grow
181,ep130,into. I love how all the bedrooms are on the second
182,ep130,"floor. Just needs a little fresh color of paint, maybe a new"
183,ep130,fan. Bigger than any suite in a hotel I've ever
184,ep130,"seen. Wow, the"
185,ep130,"sunlight. The view, -is just absolutely"
186,ep130,stunning. -I feel like we'd probably be able to fit -our whole house in this
187,ep130,room. Look at the
188,ep130,"tub. I really wouldn't touch this room except getting rid of all the brass, there is brass fixtures"
189,ep130,"everywhere. The way I look at it, is it"
190,ep130,"functional? Yes, we'll leave"
191,ep130,it. A couple updates can be
192,ep130,done. I just love the hardwoods in this
193,ep130,house. I'm guessing this is the
194,ep130,basement. -Hardwoods
195,ep130,again. Wow. like they got slate tile down
196,ep130,"here. -Wow, it's totally"
197,ep130,finished. -It's really
198,ep130,big. And
199,ep130,"bright. This is, like, a"
200,ep130,palace. Even here they have a bedroom set up with a
201,ep130,fireplace. Another
202,ep130,"bathroom. Oh, my"
203,ep130,"gosh. This home is definitely gonna give us plenty of space for us to spread out, there was a little nook too, that kind of gave me some space for a"
204,ep130,"workspace. Wow. to your acre of land, look at"
205,ep130,this. Lots of
206,ep130,mowing. I'll buy you the riding
207,ep130,"mower. Look at this pond, there's fish in"
208,ep130,it. Keenan would love
209,ep130,this. This is so
210,ep130,cool. This is
211,ep130,"perfect. Backyard is beautiful and would be great for the kids to be able to play out there, I really like the stonework that was around the pond and the pavers that were for the"
212,ep130,patio. I think we found
213,ep130,it. It's a lot of home for
214,ep130,"us. -Yeah, a lot of house that doesn't need"
215,ep130,"updating. -True. not saying we can't do it, we just have to look at the affordability standpoint, I need to go home, run some numbers, make a"
216,ep130,"spreadsheet. This home is at the top of our price range, but we've worked so hard renovating homes that we really could afford this dream home, that doesn't require renovations, it doesn't require a lot of work, and Mike would get the personal space that he's really looking"
217,ep130,for. The home is going to be harder to obtain due to the multiple offers that it will probably
218,ep130,"receive. In the meantime, she's found a more affordable home that might be a good"
219,ep130,"compromise. Just got relisted yesterday, seven or eight minutes away from"
220,ep130,"family. Well there's a stoplight in between, so it's got a little bit of a"
221,ep130,"buffer. After flipping three homes in short order, Mike and Tamara are looking for a place they can settle, long term, but she wants a fixer close to their parents in Downers Grove, and he wants a move in ready place a little farther"
222,ep130,"out. Just got relisted yesterday, it turns out that the buyer walked"
223,ep130,away. -All
224,ep130,right. -So we have a
225,ep130,"chance. This home is not going to last, homes do not go for sale here very often, the real estate market is so competitive that every house is receiving 10 offers or more, it's four bedrooms, two and a half baths with a finished"
226,ep130,"basement. 429, nine, still about seven or eight minutes away from"
227,ep130,"family. Well there's a stoplight in between, so it's got a little bit of a"
228,ep130,"buffer. No brick, but it does have"
229,ep130,stone. It looks a lot like a
230,ep130,colonial. This is
231,ep130,nice. I like
232,ep130,"it. The paint's not chipping, it's well"
233,ep130,maintained. Gorgeous woodworking right
234,ep130,"now. Wow. floors, right, once you walk"
235,ep130,in. I like this little nook they have over
236,ep130,"here. Yeah, we could put a little seating bench right"
237,ep130,"here. Hardwood floors throughout the entire first floor, that's exactly what I"
238,ep130,"want. All I would do is just take the brass off, but I can do that"
239,ep130,later. And
240,ep130,"look... a beeline eyesight straight to the kitchen, open concept for the"
241,ep130,"kiddos. It's kind of nice to have all this glass over here, to let all the sunlight"
242,ep130,"in. Oh, my, look at the golf course"
243,ep130,view. A real nice spot to
244,ep130,"entertain. I would say the yard's manageable, you know, it wouldn't take me too long to"
245,ep130,"mow. Even the deck here, it's in great"
246,ep130,"condition. I can see the busy road and I can see the shopping centers, you know how I feel about that, not what I was looking for in terms of neighborhood, but I can handle it to have a golf course behind"
247,ep130,us. -You can plant some bushes or something to hide
248,ep130,it. -Right. been updated with 42 inch
249,ep130,cabinets. A lot of the work that we would do has been done for
250,ep130,us. I do like that there's an island
251,ep130,"here. Even the half bath, yes, it's small, but it's completely"
252,ep130,finished. -The staircase
253,ep130,"matches. -The carpet looks well maintained, looks like it's pretty"
254,ep130,new. Keenan would roll his trucks and trains all down this
255,ep130,hallway. I could see him throwing it over the ballasts over there
256,ep130,"though. Oh, my gosh, it's got a hideaway up"
257,ep130,"there. Yeah, I just might have to build a ladder to make that my"
258,ep130,"clubhouse. That's very cool, I love the beam, there's carpet which is not perfect, but it's in great condition, so I don't see a door leading to the bathroom, but maybe we can have you put one"
259,ep130,"in. I'm not too worried about it, it should just be us up in"
260,ep130,"here. -So, there's only one"
261,ep130,thing. -But I do like how there's some space right
262,ep130,"here. I'd rather have the double sink and look at this shower, brand new tile, these chandeliers, we may have to change these over time, but they're fine for now until we can find"
263,ep130,another. If it's
264,ep130,"spacious. -So there's a big vanity in here for the kids' bathroom, may need to be upgraded over time, but nothing wrong with it when they're"
265,ep130,young. They're just showering and bathing in
266,ep130,"here. So, this is just a plastic surround tub, just covering up the original tile but, you know what, the kids will be fine in here, I wouldn't change it until they got older, -Works for me,"
267,ep130,so... -It'll
268,ep130,do. It's
269,ep130,operational. And these would probably be the kids' bedrooms back here
270,ep130,"then. Probably, very similar, so that way they can't fight over who's got the bigger"
271,ep130,room. Let's go check out the
272,ep130,"basement. New carpeting, it's really"
273,ep130,nice. This is really big for a
274,ep130,"basement. Everything matches, the trim, the railings, same as"
275,ep130,upstairs. It's really
276,ep130,"nice. A workshop for you, you can have all your saw dust right"
277,ep130,here. Looks more like a laundry room to
278,ep130,me. I don't know if you'd want your laundry to get all
279,ep130,"dusty. So if we could put the laundry upstairs, we can think about it for the"
280,ep130,"future. Good price, especially for how well maintained it was, don't have to do much work, be able to come home from work and"
281,ep130,"relax. It does not have that Downers Grove address, you know I had my heart set on"
282,ep130,"that. Close to our families, close to everything we want to be"
283,ep130,near. Can she sell Mike on a move in ready to get a home in her dream
284,ep130,"neighborhood? We got to figure this out, we have so much on our plates, like, we need a house,"
285,ep130,"ASAP. After renovating multiple homes, Tamara and Mike are finally in a position to buy a long term place for their"
286,ep130,family. How do you feel about the Downers Grove
287,ep130,"house. 385, yes, it has renovations, but five minutes to our families, and we can make it our"
288,ep130,"own. Lots of renovations, uses lots of"
289,ep130,work. I just don't know if I'm gonna have enough time for that with my schedule right
290,ep130,now. But we can do it over
291,ep130,time. It is a little close to our
292,ep130,families. I'd like little bit of a
293,ep130,buffer. How about the Orland Park house that was 499
294,ep130,nine? But there wasn't a thing for us to do in that
295,ep130,"house. It was stunning, I mean, Georgian style one acre of"
296,ep130,"land. However, it's more than we want to spend and it's 4,000 square feet, is it just too much for us, is it really what we"
297,ep130,"need? We'd have plenty of room to spread out, 20 minutes away from our families, gave me plenty of breathing"
298,ep130,"room. We really need to be close to our families, let's talk about the house in"
299,ep130,"Woodbridge. It's 429, nine, move in"
300,ep130,"condition. There's very little to do in that home, unless you want to make updates over"
301,ep130,"time. It's only about eight minutes from our families, -that golf course"
302,ep130,view. -Also you have the deck that was completely
303,ep130,"finished. You can see the mall and the shopping center at night with all the lights, not in Downers Grove, you know, that's what I really"
304,ep130,"want. I mean, that just might be one of the things that we need to sacrifice, so, we move in there and I really don't have to lift a finger to do"
305,ep130,"anything. Oh, my God, there's boxes"
306,ep130,everywhere. We chose the house in Downers
307,ep130,Grove. The home was listed for
308,ep130,"385,000. We were able to negotiate for 380,000, it just made sense financially for us to buy the home and he now agrees that being close to family is an"
309,ep130,"asset. I really didn't want to get another house where I had so many renovations to do, but after Tamara showed me the numbers, I figured maybe we could hire some"
310,ep130,help. That way I don't have to do as much of the
311,ep130,"work. I'm going to put a call into our construction crew this weekend, I want to start talking to them about laying out this"
312,ep130,kitchen. The first project we need to work on is the
313,ep130,"kitchen. It's quite outdated, it's an original to the home, so we're going to be taking down a wall to create an island in between, so we can have living and dining in the same"
314,ep130,space. In order for me to create a workspace in the basement for
315,ep130,"myself. We'd also like to take the laundry, and move it upstairs into the"
316,ep130,mudroom. We're estimating that the renovations for this home will be about
317,ep130,"$50,000. I have painters coming next week, everything would be organized and ready to go just in that"
318,ep130,"room. This home provides longevity for our family, our kids are young, they're going to grow up here, they're in the perfect location close to our"
319,ep130,"families. We can do the renovation one room at a time, and we can do it"
320,ep130,"slowly. I definitely trust Tamara's vision for this home a 100%, she really hasn't steered us wrong in the"
321,ep130,past. We can make this our dream
322,ep130,home. [both
323,ep130,exclaiming]
1,ep131,This is cute.
2,ep131,so view.
3,ep131,There's your life.
4,ep131,"Single mom, Veleria and son Joseph, want to move from the suburbs into downtown Charlotte, so he can enjoy city life and she can jumpstart her social person."
5,ep131,Dual vanities for when I do have that special challenge.
6,ep131,But getting space in the city at a price she can afford will be a is...
7,ep131,This pantry?
8,ep131,-What in the world -is a micro can.
